jcs-JobTitle href,jcs-JobTitle,css-1h7lukg,css-1ey0anm,css-1restlb,css-18z4q2i,css-o11dc0,css-o11dc0 (2),css-o11dc0 (3),mosaic-provider-jobcards-1f1q1js,css-18z4q2i (2),css-18z4q2i (3),more-items,ialbl,mosaic-provider-jobcards-1f1q1js (2),more_loc href,more_loc,css-1yxm164,css-16euvrx,css-1r2rz3d,css-19e4dnp,css-198i6pb,brandingLogo-image src,css-1restlb (2),css-dpbozm,css-dpbozm (2),css-1t13nic,css-19kaor0,css-19kaor0 (2),css-152qxwl,css-o11dc0 (4),more-items (2),css-14rqksf,css-o11dc0 (5),css-o11dc0 (6),css-o11dc0 (7),css-o11dc0 (8),css-o11dc0 (9)
https://www.indeed.com/rc/clk?jk=6cc3f9f8a8872a99&bb=UYzqESMcgYEKKloxdX4hbDBdVyLy1TdDzzz52NAlpxUVNTAJZF801rnhjSDsP9XSjVSNQvecfsiucmEsOeWiKfoWV8Yyy2yO-jp9zWu3WpotzlPBiKbG1s62kxzt73zw&xkcb=SoDJ67M356-_6cRM2h0FbzkdCdPP&fccid=0d1482390ad9ad53&vjs=3,Marketing Data Scientist,webuyanycar.com USA,,"Springfield, PA 19064",,"Utilize advanced data mining, statistical analysis, and machine learning techniques to identify trends, patterns, and insights from complex marketing data.",data,,Pay information not provided,,,,Easily apply,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=4d71e2ec3b0a365f&bb=xoxuIIbEFr-XTHQjY2yO4z5gjAbG43WGne3AsZMMtsQBdFPFrPXIiTTAyp5NbFn5Mg0fMV-rFK44IvbOsKfOqM281XUabL9HM2Tpl4rmvGxYWWdnx9z1tA%3D%3D&xkcb=SoAT67M356-_cgSCyB0LbzkdCdPP&fccid=5fca42294cdbc080&vjs=3,Data Scientist - Mid Level,CACI,,Virginia,"$68,400 - $143,700 a year","Pay Range: There are a host of factors that can influence final salary including, but not limited to, geographic location, Federal Government contract labor…",,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc4t12bpm08g&jk=4d71e2ec3b0a365f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D8rS8A6qEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=074c2fca789364fe&bb=xoxuIIbEFr-XTHQjY2yO4zqzX5siC30S-VpQT90TcXNPn4lsEy0hI7jBzl4zNDp3H33P75jX17GI_Q8njYj35kCF6-6Ecc2nDNxBqe6rMy58pxyM28OqkA%3D%3D&xkcb=SoCn67M356-_cgSCyB0KbzkdCdPP&fccid=9784ae78e9834539&vjs=3,Staff Data Scientist,Intuit,,"Mountain View, CA 94043",,"Use data, strategic thinking and advanced scientific methods including predictive modeling to enable data-backed decision making for Intuit at scale.",data,,Responds to many applications,,,,,Pay information not provided,https://www.indeed.com/addlLoc/redirect?tk=1idqrc4t12bpm08g&jk=074c2fca789364fe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D4OgAaoQHAoJbm9ybXRpdGxlGg9zdGFmZiBzY2llbnRpc3Q%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=021833f5fad1caa1&bb=xoxuIIbEFr-XTHQjY2yO43VOas_elM05nWco24wmQaM0P5sui9Iw53-e3iWHgtY6zV66aJrY2VtxD7WxVQcrJ45Be6GhbSQCyZ1HuZJpIM6fEU-uwE6hfUJ4z65Qwh4u&xkcb=SoA667M356-_cgSCyB0JbzkdCdPP&fccid=9ff30236c910acd3&vjs=3,Data Scientist III,MAPFRE Insurance,,"Boston, MA",,"Communicate project results effectively within and outside AA by developing and automating reports complex model reports, showing their alignment with the…",,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=7a7f6c3ef8a9b972&bb=xoxuIIbEFr-XTHQjY2yO455Pb40-W6upVET-b59GBC1jWPBnUBdGJRVUKU7p5mAmPIdVSq24YGf0d-x3p6rKJhlUW-xJU4APvY0iMjw8vTOxxvwsow59Sngc6oHHRYV5&xkcb=SoCO67M356-_cgSCyB0IbzkdCdPP&fccid=cd407f90055fdd0e&vjs=3,Senior Data Scientist- 24010685,MoneyGram,,"Remote in Dallas, TX",,3+ years of experience in a data analytics capacity.,data,Data,,,,,,,,,,,,,,,,,,,,,,Scientist,,,"The Senior Data Scientist will have functional expertise in data science and machine learning, leading the…",data,,,
https://www.indeed.com/rc/clk?jk=9f03de4bd265fb69&bb=xoxuIIbEFr-XTHQjY2yO4yjouRVJ2e6gJUKaSlCdTuWO4WBg-90GPVzvZiEOmA5fqN4Nnbm-1ppb-F_UwddkZu4MInYg47uvRj1ogi0iISI6EpFiLGEFzA%3D%3D&xkcb=SoAA67M356-_cgSCyB0PbzkdCdPP&fccid=5ece327da33e0274&vjs=3,Lead IT Data Scientist,Centene,,Remote in California,"$116,800 - $216,200 a year","Explores and visualizes data to gain an understanding of it and verify data quality, and/or ensure data quality via data cleaning.",data,data,,Full-time,,,,,,,,,,,,,,,,,,,,data,,,,data,,,
,,,,,,,,,,,,,,,,,,,Strengthen your profile,Save,Skip,,,Do you have this skill: Communication skills?,Communication skills,*,Yes,No,We'll use this to show jobs you may be qualified for.,,,,,,,,
https://www.indeed.com/rc/clk?jk=1bf17eb7aef79a64&bb=xoxuIIbEFr-XTHQjY2yO42hYeRRm8MkDFeGmHpp7_GSBs1sVWRnBbUvC64iGSvK55P4QmnWjMEaxjxGzmRoif61WKRbO9QZk1qsmOzA_Os5i_VVf2E6zfSmZgKKxtyVj&xkcb=SoC067M356-_cgSCyB0ObzkdCdPP&fccid=44faf6c171b2e52d&vjs=3,Data Scientist,Solidus Technical Solutions,,"Tysons Corner, VA",,Proficiency in data structure and algorithm design and implementation.,data,data,Typically responds within 1 day,,,,,Pay information not provided,,,,,,,,,,,,,,,,,,,"Proficiency in time-series data analysis, cleansing, and normalization.",,,,
https://www.indeed.com/rc/clk?jk=b1614789b31681c3&bb=xoxuIIbEFr-XTHQjY2yO4yOIOGnA47_Dwn1xy76tp7Y8ebYqIfC3L2hM07__i2yiFS1nc0gqA8lyiTgrniJB6VGoX8KIVvSpHERC78P1-KkOqI5eP_7wQ0HXjoIfqumZ&xkcb=SoAp67M356-_cgSCyB0NbzkdCdPP&fccid=cdf50da77e83deaa&vjs=3,Senior Program Specialist-Research/Data Analyst,State of Missouri,,"Jefferson City, MO","$59,856 - $63,984 a year",The Senior Program Specialist will work also work to create and improve data visualizations in support of publishing data and insights about higher education…,data,data,Typically responds within 1 day,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=0de6407eebaec7d4&bb=xoxuIIbEFr-XTHQjY2yO46KDiHq-_AeCi0uOP7zzAGoyKwc1WiGf9PBxB78Or7swaArpbcByT__cnsbeOa3L4B-oxnyNoen3K-mtd0TFgeM2I_fV6GewNa9JqwIIzefh&xkcb=SoCd67M356-_cgSCyB0MbzkdCdPP&fccid=822bc5d9a49270ea&vjs=3,"Staff, Data Scientist",Walmart,,"Sunnyvale, CA 94086 
(West Murphy area)","$132,000 - $264,000 a year","Partner with other data scientists, engineers and product managers to design, train, test and deploy machine learning models.",data,scientists,,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc4t12bpm08g&jk=0de6407eebaec7d4&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D55aqhAcCglub3JtdGl0bGUaD3N0YWZmIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,(West Murphy area),,,,,
https://www.indeed.com/rc/clk?jk=044a3d63588635b2&bb=xoxuIIbEFr-XTHQjY2yO45dJ_v--GPcWOAdYgjmffSa9H2__YNiMgSuWHAX1mHNJfiPpo0r8XhweyQVa6uFuHXXp3ZnWdJcbzfH2U7rsw9GO0NZuy3_PQeb2Gf4i7C05&xkcb=SoB067M356-_cgSCyB0DbzkdCdPP&fccid=f349f6e84d53b739&vjs=3,Data Science Associate Consultant,ZS,,"South San Francisco, CA 94080",,"Utilize technical skills such as hypothesis testing, machine learning and retrieval processes to apply statistical and data mining techniques to identify trends…",data,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=349fdc4afcbc0863&bb=xoxuIIbEFr-XTHQjY2yO4-8gFCmfqGZsDaFiYhxgD9GED0VFWw-mXhF4A4XCUcXrB0UuNKivPhtSFSQ_iPZhHjaxYQ0evgX4H_-3Hs3I4QJqmEkOMhyWcw%3D%3D&xkcb=SoDA67M356-_cgSCyB0CbzkdCdPP&fccid=bb384ca0a6d3d491&vjs=3,Lead Data Scientist (Hybrid),Nestlé USA,,"Hybrid work in Arlington, VA",Full-time,Coach analysts and junior data scientists in addressing modeling issues identified by the business stakeholders.,data,scientists,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=e050a43aabb1c50c&bb=xoxuIIbEFr-XTHQjY2yO43MOP_AgzqzXZqf3yG0pIo9vB04w_-9QaQGMRMZyMiM6JiDGPm38GApzJUoLM3kst38mqFWndX0X2oKMqbH_I8sz2J2rZqfI6w%3D%3D&xkcb=SoBd67M356-_cgSCyB0BbzkdCdPP&fccid=535de7c767791408&vjs=3,SENIOR DATA SCIENCE MANAGER,Ralph Lauren,,"Nutley, NJ",,"Collaboration: Collaborate closely with business stakeholders, data scientists, and subject-matter experts to strategize, plan, and execute cutting-edge…",data,scientists,Typically responds within 6 days,,,,,Pay information not provided,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=538fffbee9704085&bb=xoxuIIbEFr-XTHQjY2yO49e_RsFyvqtNVPMFRLU_Wbi2eBEqymoBHiaSu4zSWwRZFVI-8n1UyqnF3jbLNIcKulc0IRV3Kvwvu0a9RCNK32ZHzKZczMAUdg%3D%3D&xkcb=SoDp67M356-_cgSCyB0AbzkdCdPP&fccid=2ec9e0488117aa05&vjs=3,Data Scientist III,Sutter Health,,"Hybrid work in Sacramento, CA 95834",$58.95 - $88.43 an hour,Knowledge of healthcare clinical care and business processes.,scientist,,,Full-time,"Monday to Friday
+3",+3,,,,,,,,,,,,,,,,,,,,,"Data scientist provides support in making strategic data-related decisions by analyzing,…",,,,
https://www.indeed.com/rc/clk?jk=71711223bb50a5f9&bb=xoxuIIbEFr-XTHQjY2yO4zXWdV-qUHhLN2-QD1toqCeqPAplb-XTXNAjbUA7RuuozjhF0Yd80XOejElcZDXiCxr_C2cCRVCr02yfmbLP-zIJT0ptrb0K9r7DGBjqax3g&xkcb=SoBn67M356-_cgSCyB0HbzkdCdPP&fccid=caed318a9335aac0&vjs=3,"Machine Learning Engineer, E-Commerce Governance - USDS",TikTok,,"Hybrid work in Seattle, WA",,"Solid foundation in data structures/algorithms, proficient in machine learning/deep learning theory, and rich practical experience.",data,,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc4t12bpm08g&jk=71711223bb50a5f9&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D5_luQWqECYKCW5vcm10aXRsZRoZbWFjaGluZSBsZWFybmluZyBlbmdpbmVlcg%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=f6ba88b038a25079&bb=xoxuIIbEFr-XTHQjY2yO46g9Y3aUGlwE8Fz95peg2GbTDwsS2dAkzCXLji3yXz-0pDZMCYLknPVettffG35yMxBtZY-54YtZt2MTXbaT_GFnrq65AXj7LISdMejuM39Y&xkcb=SoDT67M356-_cgSCyB0GbzkdCdPP&fccid=adb7c04d7caa1bd2&vjs=3,Engineering Data Scientist - Remote,TE Connectivity,,"Remote in Middletown, PA 17057","$143,300 - $214,900 a year","Competitive base salary commensurate with experience: $143,300 – $214,900 (subject to change dependent on physical location).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=0d93cf467772b973&bb=xoxuIIbEFr-XTHQjY2yO49_ewAIuXUcFdxFThR91cdKh1d384UL1ceUdV5iQEhHS1-fBanJ0hdIeT-4TP0a9uaI8FZuusbdkLUWuVJAUH_06mWjr62dL8w%3D%3D&xkcb=SoBO67M356-_cgSCyB0FbzkdCdPP&fccid=4e42ec53f4b93e02&vjs=3,"Data Scientist, Medical Unmet Needs Manager",GSK,,"Durham, NC 27707",,As a GSK Medical Data Scientist you will have the opportunity to grow your data scientists skills by analysing a variety of disparate data sources (including…,Data,Scientist,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc4t12bpm08g&jk=0d93cf467772b973&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D85TqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View similar jobs with this employer,,,,,,,,,,,,,,data,,,,scientists,data,,
https://www.indeed.com/rc/clk?jk=f6ba88b038a25079&bb=jRixs9d1c5qLJjKh-kEpPuxxYM6j52GAxb1bd1js8-kX0-q2Qqf4p3jZE05sbI-KBj31Rfc9P2-UvXyvNWWuLagidtMKJ7pRP8qunJnJZRW1BDu8EnK3h2GFZ_-Q_xbo&xkcb=SoAp67M356--_My4d50PbzkdCdPP&fccid=adb7c04d7caa1bd2&vjs=3,Engineering Data Scientist - Remote,TE Connectivity,,"Remote in Middletown, PA 17057","$143,300 - $214,900 a year","Competitive base salary commensurate with experience: $143,300 – $214,900 (subject to change dependent on physical location).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=0d93cf467772b973&bb=jRixs9d1c5qLJjKh-kEpPpkE6Z5h9AurC4lLVNa3GkA9nU3L41GRmk467WuOAB8Zm4trbxT7clSBeHb37_6hU7sH5MZ2AHXY3Gav--EegJC_vn-GcS7c_Q%3D%3D&xkcb=SoCd67M356--_My4d50ObzkdCdPP&fccid=4e42ec53f4b93e02&vjs=3,"Data Scientist, Medical Unmet Needs Manager",GSK,,"Durham, NC 27707",,As a GSK Medical Data Scientist you will have the opportunity to grow your data scientists skills by analysing a variety of disparate data sources (including…,Data,Scientist,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=0d93cf467772b973&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D85TqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View similar jobs with this employer,,,,,,,,,,,,,,data,,,,scientists,data,,
https://www.indeed.com/rc/clk?jk=f42f437f5a9fe48b&bb=jRixs9d1c5qLJjKh-kEpPmfZjRvLl0wabZfGpa6OxTOcPj-eCEqpGegBNLuOVlUd8CGHViikyq_VU7GTQYTTNuKICHo9lOwziNaIm4BQS51YBASBTtPoKQ%3D%3D&xkcb=SoAA67M356--_My4d50NbzkdCdPP&fccid=ab68ed48b7ae3b5f&vjs=3,Data Scientist - Digital Pathology,MD Anderson Cancer Center,,"Hybrid work in Houston, TX 77030","$103,000 - $155,000 a year",Participate in the design of pathology/biological/sequencing experiment to generate high quality data for machine learning.,data,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=f42f437f5a9fe48b&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D6SUAaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,"With PhD, no experience required.",,,,
https://www.indeed.com/rc/clk?jk=7a7f770a994ad4f9&bb=jRixs9d1c5qLJjKh-kEpPho5d0FvLTO_2zOvUhUR50WtcjXtpKwHhtJy6vCqopV2pSXeyqCl0ucyKcJYMQ_tn_yAnM7hlDulO-Mt5tXW6SzptTpbdPWAbPPUEvokjcoi&xkcb=SoC067M356--_My4d50MbzkdCdPP&fccid=b8fdf400786b78b1&vjs=3,AI/ML Data Scientist Consultant,Guidehouse,,"Reston, VA",,"This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling to data…",data,data,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=7a7f770a994ad4f9&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D-HSzyqqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View similar jobs with this employer,,,,,,,,,,,,,,data,,,,data,,,
https://www.indeed.com/rc/clk?jk=14c967f3659d9e20&bb=jRixs9d1c5qLJjKh-kEpPoB9U-KdWXdmNFWt0C_BuVxtjNh_3AlE7TV8i6mCnzXZOtohitUVVSr2HsboVIQj0gEnaFdwTBD3YN7wKIHawrsikdtSlM6ZTQ%3D%3D&xkcb=SoBd67M356--_My4d50DbzkdCdPP&fccid=b85c5070c3d3d8c8&vjs=3,"Senior Associate, Data Scientist - Enterprise Tech Analytics",Capital One,,"Richmond, VA",Full-time,"Partner with a cross-functional team of data scientists, software engineers, and product managers to deliver a product customers love.",data,scientists,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=14c967f3659d9e20&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D5pAqhAiCglub3JtdGl0bGUaFXNlbmlvciBkYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Strengthen your profile,Save,Skip,,,Do you have this skill: Communication skills?,Communication skills,*,Yes,No,We'll use this to show jobs you may be qualified for.,,,,,,,,
https://www.indeed.com/rc/clk?jk=baf735dca40c242d&bb=jRixs9d1c5qLJjKh-kEpPgAluscZ8HphE6I8CilphVHwSVtelhU9CSSzYt41CGjgJaxXbxuY7vuPIvNMNscivw98XZYWfogmP8bgujbhVdrqNRYFPU2USQ%3D%3D&xkcb=SoDp67M356--_My4d50CbzkdCdPP&fccid=46686fcbfe0e753d&vjs=3,Data Acquisition Scientist,Jefferson Lab,,"Newport News, VA 23606","$87,700 - $155,600 a year","By the government that target scientists, engineers, students,.",scientists,,,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=baf735dca40c242d&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D4DXDqoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,Working with staff from nuclear physics experiments to gather requirements for front-end data…,,,,
https://www.indeed.com/rc/clk?jk=7961f1c16690c490&bb=jRixs9d1c5qLJjKh-kEpPhFM8fgbfCH8xVMbZQ15A2Porh3o970WOeLRuWJyF9oWqjHGwHtiWMbVMFE-SWDAAo5scLKa59VhRFBE8hIjbwdIl-o7u1Y9qC4IuZiPMzIw&xkcb=SoB067M356--_My4d50BbzkdCdPP&fccid=724db2a58e4f828f&vjs=3,Laboratory Data Scientist,University of Texas at Tyler Health Science Center,,"Tyler, TX",Full-time,"Write scientific reports, protocols, abstracts, and publications to communicate results and advance public health uses of wastewater surveillance.",,,Pay information not provided,Day shift,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=b187d13701cf11f4&bb=jRixs9d1c5qLJjKh-kEpPopJRe-DXBLNt3pRg7e3T6T_aY64L1h__g3HosHRsfzxyfn04ecugrTdGhDaUg8uDdlPwOE8mE0iUaiHFRJp2Z7QTAgdF6bBoUwuDPir2z1q&xkcb=SoDA67M356--_My4d50AbzkdCdPP&fccid=057abf3fd357e717&vjs=3,"Lead Data Scientist, AI/ML and Quantitative Modeling",Barclays,,"New York, NY 10019 
(Midtown area)","$200,000 - $230,000 a year",This candidate will be building machine learning models including various deep learning techniques and LLM.,data,,Typically responds within 9 days,,,,,,,,,,,,,,,,,,,,,,,(Midtown area),Performing data cleaning and pre-processing tasks to…,,,,
https://www.indeed.com/rc/clk?jk=7199c807618b2b9f&bb=jRixs9d1c5qLJjKh-kEpPisYo3CY8NELMJmSUdgiiFcwTMxtHYtV_WjPgyx49dTh1T_y8L6VEnU7kBvTb5O8Vqz9qGRADYbeVJ8-NHGboYYfWVCHPzKfSNmSP-MjQmvj&xkcb=SoBO67M356--_My4d50HbzkdCdPP&fccid=507d90809954b59d&vjs=3,Senior Cybersecurity Data Scientist,"ECS Federal, LLC",,"Remote in Fairfax, VA 22031",,"They will work with cyber security analysts, other data scientists, and data engineers to support the development of processes and technologies that solve…",data,scientists,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=7199c807618b2b9f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D7vSsBmqECIKCW5vcm10aXRsZRoVc2VuaW9yIGRhdGEgc2NpZW50aXN0,View similar jobs with this employer,,,,,,,,,,,,,,data,,,,,,,
https://www.indeed.com/rc/clk?jk=7d909349793595b4&bb=jRixs9d1c5qLJjKh-kEpPr3UedOBwKVpio_DBLMi9SCqacL-9WOjteG_eIoq1vDZYZNp3AH_qMJLhgUYiXScmIHBTpdCjMKbqieSRidRUPSkQdfVkaCc0-usuTz4x1lg&xkcb=SoD667M356--_My4d50GbzkdCdPP&fccid=8765a4045377753a&vjs=3,Lead Data Scientist,Leidos,,"Reston, VA 20190","$101,400 - $183,300 a year","Bachelor's degree and 8+ years of relevant experience in data analytics, including 6+ years of experience in successfully launching, planning, and executing…",data,,Typically responds within 1 day,Full-time,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=7d909349793595b4&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D4iBxRCqECAKCW5vcm10aXRsZRoTbGVhZCBkYXRhIHNjaWVudGlzdA%253D%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=bd6e465a043a7552&bb=jRixs9d1c5qLJjKh-kEpPhFM8fgbfCH8z6B-B63Gbf9Ck3Lh9VPEe-5aYykGwYeuCRK0_zl7Dv8KuGkJGo42M7rQlqdpe01R7eG_ku4kN8rTE4hG_eluYA%3D%3D&xkcb=SoBn67M356--_My4d50FbzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3,"AVP, Machine Learning Data Scientist-C12",Citi,,"Tampa, FL","$96,960 - $145,440 a year",Identify and analyze complex data sets to extract meaningful insights.,data,data,,Full-time,,,,,,,,,,,,,,,,,,,,,,,Continuously improve and innovate on data analysis and modeling techniques to enhance the…,,,,
https://www.indeed.com/rc/clk?jk=217b71e9fb32620b&bb=jRixs9d1c5qLJjKh-kEpPjA8CO04lFdQIdTOmO1LWm6YqIUJvzkhC2ePEz7EDNECCAGaCxxdK2y4nyj4sz_MLmQ8bEKEFMZlUnu40eJGgAR8nd7yDXVg9esE8MP4t05Q&xkcb=SoDT67M356--_My4d50EbzkdCdPP&fccid=0ce8583f8756e02c&vjs=3,Data Scientist,Barbaricum,,"Fort Belvoir, VA",,"Technical Evaluation: Provide technical support in evaluating prime object names, data elements, and other objects to ensure they meet project requirements and…",data,,Pay information not provided,,,,Easily apply,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=022ca96f6c9be454&bb=jRixs9d1c5qLJjKh-kEpPglpMfX23FA4jGTzAai2XBspeqkvFnjCA-Okoa5tOPHlYy5zDVANTWRcjcd8t4RlGP6k5Mpnk5cOSVBm3qANuv5iKOKSuZPMA5Rv91J0ddwq&xkcb=SoD067M356--_My4d50bbzkdCdPP&fccid=e9e15932789966e0&vjs=3,Senior Data Scientist,LendingTree,,"Charlotte, NC","$120,000 - $165,000 a year","The Senior Data Scientist is a key role within the Data Science team that involves leading complex data analysis and model development projects, leveraging a…",Data,Scientist,,,,,Easily apply,,,,,,,,,,,,,,,,,Data,,,,data,,,
https://www.indeed.com/rc/clk?jk=7181526604546bd4&bb=jRixs9d1c5qLJjKh-kEpPuHVp3k36Fadp8bBzIaV5sajcRZDFUm0pkOJfzRisXF7ZI720JdUmWC4wOkRG1EUxr3yYk20EYKeqA8yh2jaA-Vz971df-TYTg%3D%3D&xkcb=SoBA67M356--_My4d50abzkdCdPP&fccid=699f2e990e95e8eb&vjs=3,Climate Science Predictive Analytics Senior Specialist,Southern California Edison,,"Rosemead, CA 91770","$117,200 - $175,800 a year","Applies cutting-edge machine learning algorithms and data mining techniques to extract key insights and make accurate predictions from large, varied and complex…",data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=ce62cda3fe45e65e&bb=jRixs9d1c5qLJjKh-kEpPr1nzC_TLHZn_aEqUVFpduN77qmSnQqMWybpgX-IILJrkiRHQVep0Cdwy8dlgWIe_RQOGwYHgJdePVf8yvomI9lFS-e42XT-Rw%3D%3D&xkcb=SoDd67M356--_My4d50ZbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3,"Senior Research Scientist, Deep Learning Data",Google,,"New York, NY 
(Chelsea area)",Full-time,"From creating experiments and prototyping implementations to designing new architectures, our research scientists work on real-world problems that span the…",scientists,,Pay information not provided,,,,,,https://www.indeed.com/addlLoc/redirect?tk=1idqrc8p2iudp8c3&jk=ce62cda3fe45e65e&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DoAEB8gcFdG5mZWy4D5gqqhAmCglub3JtdGl0bGUaGXNlbmlvciByZXNlYXJjaCBzY2llbnRpc3Q%253D,View similar jobs with this employer,,,,,,,,,,,,,,,,(Chelsea area),,,,,
https://www.indeed.com/rc/clk?jk=217b71e9fb32620b&bb=cwRZPzOLOtcgyxwlWO9H5D3im_l71BvE1mIrx-QvEjateTreg05veTV3vtrHbnrZDhbB1CvACjzsFhYrMghg_UO5Y1pZs6eXX21Pnw7z8eqADKWcFlKAzGuI5mlwbqWR&xkcb=SoAQ67M356--edgCJr0LbzkdCdPP&fccid=0ce8583f8756e02c&vjs=3,Data Scientist,Barbaricum,,"Fort Belvoir, VA",,"Technical Evaluation: Provide technical support in evaluating prime object names, data elements, and other objects to ensure they meet project requirements and…",data,,Pay information not provided,,,,Easily apply,,,,,,,,,,,,,,,,,,,,,,,,
https://www.indeed.com/rc/clk?jk=022ca96f6c9be454&bb=cwRZPzOLOtcgyxwlWO9H5Km02YSziV6h0wljDqOjT7vUIwFb4mmZbzd0rctLvJz-Kokwty1XrDdGyi3WHONnZ112LHlSr1zN2Zo4ihlg_jtGd5HbcF-ZJCHbqG4abhhB&xkcb=SoCk67M356--edgCJr0KbzkdCdPP&fccid=e9e15932789966e0&vjs=3,Senior Data Scientist,LendingTree,,"Charlotte, NC","$120,000 - $165,000 a year","The Senior Data Scientist is a key role within the Data Science team that involves leading complex data analysis and model development projects, leveraging a…",Data,Scientist,,,,,Easily apply,,,,,,,,,,,,,,,,,Data,,,,data,,,
